요일구분,호선,역명,상하구분,시간대,혼잡도,시간
평일,1,청량리,상선,5시30분,7.2,5.5
평일,1,제기동,상선,5시30분,7.6,5.5
평일,1,신설동,상선,5시30분,6.7,5.5
평일,1,동묘앞,상선,5시30분,6.3,5.5
평일,1,동대문,상선,5시30분,7.4,5.5
평일,1,종로5가,상선,5시30분,5.1,5.5
평일,1,종로3가,상선,5시30분,5.6,5.5
평일,1,종각,상선,5시30분,6.4,5.5
평일,1,시청,상선,5시30분,7.0,5.5
평일,1,서울역,상선,5시30분,7.3,5.5
평일,1,청량리,하선,5시30분,20.3,5.5
평일,1,제기동,하선,5시30분,20.6,5.5
평일,1,신설동,하선,5시30분,21.4,5.5
평일,1,동묘앞,하선,5시30분,14.4,5.5
평일,1,동대문,하선,5시30분,13.5,5.5
평일,1,종로5가,하선,5시30분,13.0,5.5
평일,1,종로3가,하선,5시30분,11.8,5.5
평일,1,종각,하선,5시30분,9.8,5.5
평일,1,시청,하선,5시30분,9.2,5.5
평일,1,서울역,하선,5시30분,11.4,5.5
평일,2,뚝섬,외선,5시30분,8.5,5.5
평일,2,한양대,외선,5시30분,10.7,5.5
평일,2,왕십리,외선,5시30분,14.3,5.5
평일,2,상왕십리,외선,5시30분,16.2,5.5
평일,2,신당,외선,5시30분,18.4,5.5
평일,2,동대문역사문화공원,외선,5시30분,14.8,5.5
평일,2,을지로4가,외선,5시30분,14.9,5.5
평일,2,을지로3가,외선,5시30분,14.6,5.5
평일,2,을지로입구,외선,5시30분,9.5,5.5
평일,2,시청,외선,5시30분,9.8,5.5
평일,2,충정로,외선,5시30분,10.2,5.5
평일,2,아현,외선,5시30분,12.0,5.5
평일,2,이대,외선,5시30분,13.0,5.5
평일,2,신촌(지하),외선,5시30분,14.3,5.5
평일,2,홍대입구,외선,5시30분,13.2,5.5
평일,2,합정,외선,5시30분,22.5,5.5
평일,2,당산,외선,5시30분,18.7,5.5
평일,2,영등포구청,외선,5시30분,22.6,5.5
평일,2,문래,외선,5시30분,24.1,5.5
평일,2,신도림,외선,5시30분,24.1,5.5
평일,2,대림,외선,5시30분,31.2,5.5
평일,2,구로디지털단지,외선,5시30분,38.9,5.5
평일,2,신대방,외선,5시30분,48.1,5.5
평일,2,신림,외선,5시30분,63.6,5.5
평일,2,봉천,외선,5시30분,69.6,5.5
평일,2,서울대입구,외선,5시30분,72.0,5.5
평일,2,낙성대,외선,5시30분,76.4,5.5
평일,2,사당,외선,5시30분,83.1,5.5
평일,2,방배,외선,5시30분,81.7,5.5
평일,2,서초,외선,5시30분,78.5,5.5
평일,2,교대,외선,5시30분,74.7,5.5
평일,2,강남,외선,5시30분,59.2,5.5
평일,2,역삼,외선,5시30분,51.9,5.5
평일,2,선릉,외선,5시30분,27.9,5.5
평일,2,삼성,외선,5시30분,10.8,5.5
평일,2,종합운동장,외선,5시30분,10.4,5.5
평일,2,잠실새내,외선,5시30분,12.8,5.5
평일,2,잠실,외선,5시30분,16.9,5.5
평일,2,잠실나루,외선,5시30분,17.2,5.5
평일,2,강변,외선,5시30분,15.3,5.5
평일,2,구의,외선,5시30분,24.3,5.5
평일,2,건대입구,외선,5시30분,27.3,5.5
평일,2,성수,외선,5시30분,7.8,5.5
평일,2,성수,외선,5시30분,1.5,5.5
평일,2,용답,외선,5시30분,1.5,5.5
평일,2,신답,외선,5시30분,1.8,5.5
평일,2,용두,외선,5시30분,1.7,5.5
평일,2,신설동,외선,5시30분,0.0,5.5
평일,2,까치산,외선,5시30분,11.1,5.5
평일,2,신정네거리,외선,5시30분,22.5,5.5
평일,2,양천구청,외선,5시30분,29.0,5.5
평일,2,도림천,외선,5시30분,28.9,5.5
평일,2,신도림,외선,5시30분,0.0,5.5
평일,2,뚝섬,내선,5시30분,18.2,5.5
평일,2,한양대,내선,5시30분,18.7,5.5
평일,2,왕십리,내선,5시30분,19.0,5.5
평일,2,상왕십리,내선,5시30분,21.1,5.5
평일,2,신당,내선,5시30분,18.5,5.5
평일,2,동대문역사문화공원,내선,5시30분,19.7,5.5
평일,2,을지로4가,내선,5시30분,13.3,5.5
평일,2,을지로3가,내선,5시30분,13.3,5.5
평일,2,을지로입구,내선,5시30분,13.0,5.5
평일,2,시청,내선,5시30분,19.7,5.5
평일,2,충정로,내선,5시30분,20.3,5.5
평일,2,아현,내선,5시30분,19.2,5.5
평일,2,이대,내선,5시30분,20.9,5.5
평일,2,신촌(지하),내선,5시30분,20.4,5.5
평일,2,홍대입구,내선,5시30분,19.6,5.5
평일,2,합정,내선,5시30분,25.1,5.5
평일,2,당산,내선,5시30분,27.0,5.5
평일,2,영등포구청,내선,5시30분,28.1,5.5
평일,2,문래,내선,5시30분,27.9,5.5
평일,2,신도림,내선,5시30분,28.0,5.5
평일,2,대림,내선,5시30분,87.4,5.5
평일,2,구로디지털단지,내선,5시30분,57.7,5.5
평일,2,신대방,내선,5시30분,37.3,5.5
평일,2,신림,내선,5시30분,27.6,5.5
평일,2,봉천,내선,5시30분,18.5,5.5
평일,2,서울대입구,내선,5시30분,14.1,5.5
평일,2,낙성대,내선,5시30분,20.1,5.5
평일,2,사당,내선,5시30분,18.2,5.5
평일,2,방배,내선,5시30분,20.3,5.5
평일,2,서초,내선,5시30분,20.2,5.5
평일,2,교대,내선,5시30분,20.8,5.5
평일,2,강남,내선,5시30분,22.1,5.5
평일,2,역삼,내선,5시30분,21.7,5.5
평일,2,선릉,내선,5시30분,22.0,5.5
평일,2,삼성,내선,5시30분,19.8,5.5
평일,2,종합운동장,내선,5시30분,30.1,5.5
평일,2,잠실새내,내선,5시30분,25.3,5.5
평일,2,잠실,내선,5시30분,23.6,5.5
평일,2,잠실나루,내선,5시30분,16.1,5.5
평일,2,강변,내선,5시30분,16.5,5.5
평일,2,구의,내선,5시30분,14.3,5.5
평일,2,건대입구,내선,5시30분,10.7,5.5
평일,2,성수,내선,5시30분,8.4,5.5
평일,2,성수,내선,5시30분,0.0,5.5
평일,2,용답,내선,5시30분,18.2,5.5
평일,2,신답,내선,5시30분,13.7,5.5
평일,2,용두,내선,5시30분,10.8,5.5
평일,2,신설동,내선,5시30분,8.4,5.5
평일,2,까치산,내선,5시30분,0.0,5.5
평일,2,신정네거리,내선,5시30분,7.0,5.5
평일,2,양천구청,내선,5시30분,5.6,5.5
평일,2,도림천,내선,5시30분,4.7,5.5
평일,2,신도림,내선,5시30분,4.7,5.5
평일,3,지축,상선,5시30분,16.5,5.5
평일,3,구파발,상선,5시30분,16.5,5.5
평일,3,연신내,상선,5시30분,17.3,5.5
평일,3,불광,상선,5시30분,15.2,5.5
평일,3,녹번,상선,5시30분,14.8,5.5
평일,3,홍제,상선,5시30분,13.3,5.5
평일,3,무악재,상선,5시30분,11.6,5.5
평일,3,독립문,상선,5시30분,11.2,5.5
평일,3,경복궁,상선,5시30분,11.4,5.5
평일,3,안국,상선,5시30분,12.0,5.5
평일,3,종로3가,상선,5시30분,12.5,5.5
평일,3,을지로3가,상선,5시30분,7.1,5.5
평일,3,충무로,상선,5시30분,7.9,5.5
평일,3,동대입구,상선,5시30분,8.0,5.5
평일,3,약수,상선,5시30분,7.8,5.5
평일,3,금호,상선,5시30분,9.9,5.5
평일,3,옥수,상선,5시30분,8.5,5.5
평일,3,압구정,상선,5시30분,7.5,5.5
평일,3,신사,상선,5시30분,7.1,5.5
평일,3,잠원,상선,5시30분,7.2,5.5
평일,3,고속터미널,상선,5시30분,7.4,5.5
평일,3,교대,상선,5시30분,7.9,5.5
평일,3,남부터미널,상선,5시30분,7.7,5.5
평일,3,양재,상선,5시30분,8.4,5.5
평일,3,매봉,상선,5시30분,9.4,5.5
평일,3,도곡,상선,5시30분,8.5,5.5
평일,3,대치,상선,5시30분,7.2,5.5
평일,3,학여울,상선,5시30분,5.9,5.5
평일,3,대청,상선,5시30분,7.4,5.5
평일,3,일원,상선,5시30분,6.7,5.5
평일,3,수서,상선,5시30분,6.7,5.5
평일,3,가락시장,상선,5시30분,12.1,5.5
평일,3,경찰병원,상선,5시30분,9.3,5.5
평일,3,오금,상선,5시30분,7.6,5.5
평일,3,지축,하선,5시30분,39.4,5.5
평일,3,구파발,하선,5시30분,17.4,5.5
평일,3,연신내,하선,5시30분,25.7,5.5
평일,3,불광,하선,5시30분,34.4,5.5
평일,3,녹번,하선,5시30분,40.2,5.5
평일,3,홍제,하선,5시30분,45.5,5.5
평일,3,무악재,하선,5시30분,46.8,5.5
평일,3,독립문,하선,5시30분,32.3,5.5
평일,3,경복궁,하선,5시30분,32.5,5.5
평일,3,안국,하선,5시30분,32.7,5.5
평일,3,종로3가,하선,5시30분,27.3,5.5
평일,3,을지로3가,하선,5시30분,23.5,5.5
평일,3,충무로,하선,5시30분,22.3,5.5
평일,3,동대입구,하선,5시30분,22.1,5.5
평일,3,약수,하선,5시30분,29.1,5.5
평일,3,금호,하선,5시30분,31.9,5.5
평일,3,옥수,하선,5시30분,36.6,5.5
평일,3,압구정,하선,5시30분,16.1,5.5
평일,3,신사,하선,5시30분,14.4,5.5
평일,3,잠원,하선,5시30분,14.6,5.5
평일,3,고속터미널,하선,5시30분,17.9,5.5
평일,3,교대,하선,5시30분,22.7,5.5
평일,3,남부터미널,하선,5시30분,19.4,5.5
평일,3,양재,하선,5시30분,7.8,5.5
평일,3,매봉,하선,5시30분,8.2,5.5
평일,3,도곡,하선,5시30분,7.3,5.5
평일,3,대치,하선,5시30분,7.4,5.5
평일,3,학여울,하선,5시30분,7.7,5.5
평일,3,대청,하선,5시30분,7.7,5.5
평일,3,일원,하선,5시30분,7.1,5.5
평일,3,수서,하선,5시30분,7.4,5.5
평일,3,가락시장,하선,5시30분,0.0,5.5
평일,3,경찰병원,하선,5시30분,0.0,5.5
평일,3,오금,하선,5시30분,0.0,5.5
평일,4,당고개,상선,5시30분,0.2,5.5
평일,4,상계,상선,5시30분,0.0,5.5
평일,4,노원,상선,5시30분,0.0,5.5
평일,4,창동,상선,5시30분,0.0,5.5
평일,4,쌍문,상선,5시30분,0.0,5.5
평일,4,수유,상선,5시30분,31.4,5.5
평일,4,미아,상선,5시30분,28.9,5.5
평일,4,미아삼거리,상선,5시30분,27.2,5.5
평일,4,길음,상선,5시30분,26.0,5.5
평일,4,성신여대입구,상선,5시30분,24.4,5.5
평일,4,한성대입구,상선,5시30분,23.8,5.5
평일,4,혜화,상선,5시30분,24.5,5.5
평일,4,동대문,상선,5시30분,21.5,5.5
평일,4,동대문역사문화공원,상선,5시30분,16.2,5.5
평일,4,충무로,상선,5시30분,12.1,5.5
평일,4,명동,상선,5시30분,11.6,5.5
평일,4,회현,상선,5시30분,11.8,5.5
평일,4,서울역,상선,5시30분,11.3,5.5
평일,4,숙대입구,상선,5시30분,16.1,5.5
평일,4,삼각지,상선,5시30분,15.2,5.5
평일,4,신용산,상선,5시30분,15.9,5.5
평일,4,이촌,상선,5시30분,16.2,5.5
평일,4,동작,상선,5시30분,16.2,5.5
평일,4,총신대입구,상선,5시30분,20.0,5.5
평일,4,사당,상선,5시30분,18.8,5.5
평일,4,남태령,상선,5시30분,27.9,5.5
평일,4,당고개,하선,5시30분,5.1,5.5
평일,4,상계,하선,5시30분,11.1,5.5
평일,4,노원,하선,5시30분,13.4,5.5
평일,4,창동,하선,5시30분,22.0,5.5
평일,4,쌍문,하선,5시30분,32.4,5.5
평일,4,수유,하선,5시30분,40.0,5.5
평일,4,미아,하선,5시30분,44.3,5.5
평일,4,미아삼거리,하선,5시30분,52.7,5.5
평일,4,길음,하선,5시30분,57.0,5.5
평일,4,성신여대입구,하선,5시30분,69.7,5.5
평일,4,한성대입구,하선,5시30분,55.1,5.5
평일,4,혜화,하선,5시30분,56.6,5.5
평일,4,동대문,하선,5시30분,57.4,5.5
평일,4,동대문역사문화공원,하선,5시30분,42.7,5.5
평일,4,충무로,하선,5시30분,39.1,5.5
평일,4,명동,하선,5시30분,37.9,5.5
평일,4,회현,하선,5시30분,22.8,5.5
평일,4,서울역,하선,5시30분,19.0,5.5
평일,4,숙대입구,하선,5시30분,21.3,5.5
평일,4,삼각지,하선,5시30분,25.6,5.5
평일,4,신용산,하선,5시30분,26.3,5.5
평일,4,이촌,하선,5시30분,31.9,5.5
평일,4,동작,하선,5시30분,0.0,5.5
평일,4,총신대입구,하선,5시30분,0.0,5.5
평일,4,사당,하선,5시30분,13.9,5.5
평일,4,남태령,하선,5시30분,14.1,5.5
평일,5,방화,상선,5시30분,0.0,5.5
평일,5,개화산,상선,5시30분,3.4,5.5
평일,5,김포공항,상선,5시30분,5.0,5.5
평일,5,송정,상선,5시30분,27.2,5.5
평일,5,마곡,상선,5시30분,29.0,5.5
평일,5,발산,상선,5시30분,35.9,5.5
평일,5,우장산,상선,5시30분,40.2,5.5
평일,5,화곡,상선,5시30분,37.3,5.5
평일,5,까치산,상선,5시30분,26.2,5.5
평일,5,신정,상선,5시30분,16.6,5.5
평일,5,목동,상선,5시30분,14.0,5.5
평일,5,오목교,상선,5시30분,12.2,5.5
평일,5,양평,상선,5시30분,11.1,5.5
평일,5,영등포구청,상선,5시30분,11.3,5.5
평일,5,영등포시장,상선,5시30분,7.5,5.5
평일,5,신길,상선,5시30분,8.8,5.5
평일,5,여의도,상선,5시30분,7.1,5.5
평일,5,여의나루,상선,5시30분,11.1,5.5
평일,5,마포,상선,5시30분,11.0,5.5
평일,5,공덕,상선,5시30분,10.1,5.5
평일,5,애오개,상선,5시30분,10.3,5.5
평일,5,충정로,상선,5시30분,14.1,5.5
평일,5,서대문,상선,5시30분,13.5,5.5
평일,5,광화문,상선,5시30분,12.9,5.5
평일,5,종로3가,상선,5시30분,15.4,5.5
평일,5,을지로4가,상선,5시30분,13.9,5.5
평일,5,동대문역사문화공원,상선,5시30분,14.7,5.5
평일,5,청구,상선,5시30분,16.5,5.5
평일,5,신금호,상선,5시30분,19.9,5.5
평일,5,행당,상선,5시30분,18.9,5.5
평일,5,왕십리,상선,5시30분,17.3,5.5
평일,5,마장,상선,5시30분,30.2,5.5
평일,5,답십리,상선,5시30분,29.5,5.5
평일,5,장한평,상선,5시30분,26.2,5.5
평일,5,군자,상선,5시30분,23.6,5.5
평일,5,아차산,상선,5시30분,35.3,5.5
평일,5,광나루,상선,5시30분,31.4,5.5
평일,5,천호,상선,5시30분,30.1,5.5
평일,5,강동,상선,5시30분,25.7,5.5
평일,5,길동,상선,5시30분,43.2,5.5
평일,5,굽은다리,상선,5시30분,39.4,5.5
평일,5,명일,상선,5시30분,29.4,5.5
평일,5,고덕,상선,5시30분,25.2,5.5
평일,5,상일동,상선,5시30분,21.3,5.5
평일,5,강일,상선,5시30분,34.6,5.5
평일,5,미사,상선,5시30분,30.1,5.5
평일,5,하남풍산,상선,5시30분,17.9,5.5
평일,5,하남시청,상선,5시30분,15.4,5.5
평일,5,하남검단산,상선,5시30분,7.2,5.5
평일,5,둔촌동,상선,5시30분,18.1,5.5
평일,5,올림픽공원(한국체대),상선,5시30분,14.0,5.5
평일,5,방이,상선,5시30분,15.7,5.5
평일,5,오금,상선,5시30분,13.6,5.5
평일,5,개롱,상선,5시30분,16.8,5.5
평일,5,거여,상선,5시30분,13.4,5.5
평일,5,마천,상선,5시30분,7.1,5.5
평일,5,방화,하선,5시30분,3.2,5.5
평일,5,개화산,하선,5시30분,6.5,5.5
평일,5,김포공항,하선,5시30분,5.3,5.5
평일,5,송정,하선,5시30분,7.4,5.5
평일,5,마곡,하선,5시30분,8.5,5.5
평일,5,발산,하선,5시30분,10.1,5.5
평일,5,우장산,하선,5시30분,14.8,5.5
평일,5,화곡,하선,5시30분,19.4,5.5
평일,5,까치산,하선,5시30분,27.5,5.5
평일,5,신정,하선,5시30분,34.4,5.5
평일,5,목동,하선,5시30분,38.3,5.5
평일,5,오목교,하선,5시30분,40.2,5.5
평일,5,양평,하선,5시30분,44.3,5.5
평일,5,영등포구청,하선,5시30분,35.3,5.5
평일,5,영등포시장,하선,5시30분,36.3,5.5
평일,5,신길,하선,5시30분,43.5,5.5
평일,5,여의도,하선,5시30분,34.8,5.5
평일,5,여의나루,하선,5시30분,33.5,5.5
평일,5,마포,하선,5시30분,32.8,5.5
평일,5,공덕,하선,5시30분,28.2,5.5
평일,5,애오개,하선,5시30분,20.1,5.5
평일,5,충정로,하선,5시30분,20.0,5.5
평일,5,서대문,하선,5시30분,21.2,5.5
평일,5,광화문,하선,5시30분,18.9,5.5
평일,5,종로3가,하선,5시30분,7.6,5.5
평일,5,을지로4가,하선,5시30분,7.5,5.5
평일,5,동대문역사문화공원,하선,5시30분,13.3,5.5
평일,5,청구,하선,5시30분,18.2,5.5
평일,5,신금호,하선,5시30분,20.5,5.5
평일,5,행당,하선,5시30분,24.3,5.5
평일,5,왕십리,하선,5시30분,14.8,5.5
평일,5,마장,하선,5시30분,8.2,5.5
평일,5,답십리,하선,5시30분,13.6,5.5
평일,5,장한평,하선,5시30분,20.2,5.5
평일,5,군자,하선,5시30분,19.2,5.5
평일,5,아차산,하선,5시30분,22.3,5.5
평일,5,광나루,하선,5시30분,22.6,5.5
평일,5,천호,하선,5시30분,16.8,5.5
평일,5,강동,하선,5시30분,6.7,5.5
평일,5,길동,하선,5시30분,12.3,5.5
평일,5,굽은다리,하선,5시30분,13.2,5.5
평일,5,명일,하선,5시30분,14.2,5.5
평일,5,고덕,하선,5시30분,11.1,5.5
평일,5,상일동,하선,5시30분,9.0,5.5
평일,5,강일,하선,5시30분,8.1,5.5
평일,5,미사,하선,5시30분,6.9,5.5
평일,5,하남풍산,하선,5시30분,0.0,5.5
평일,5,하남시청,하선,5시30분,0.0,5.5
평일,5,하남검단산,하선,5시30분,0.0,5.5
평일,5,강동,하선,5시30분,5.1,5.5
평일,5,둔촌동,하선,5시30분,7.2,5.5
평일,5,올림픽공원(한국체대),하선,5시30분,6.1,5.5
평일,5,방이,하선,5시30분,6.2,5.5
평일,5,오금,하선,5시30분,1.6,5.5
평일,5,개롱,하선,5시30분,1.2,5.5
평일,5,거여,하선,5시30분,0.4,5.5
평일,5,마천,하선,5시30분,0.0,5.5
평일,6,응암,상선,5시30분,12.0,5.5
평일,6,새절,상선,5시30분,7.9,5.5
평일,6,증산,상선,5시30분,6.4,5.5
평일,6,디지털미디어시티,상선,5시30분,5.1,5.5
평일,6,월드컵경기장,상선,5시30분,7.9,5.5
평일,6,마포구청,상선,5시30분,8.1,5.5
평일,6,망원,상선,5시30분,7.6,5.5
평일,6,합정,상선,5시30분,6.8,5.5
평일,6,상수,상선,5시30분,4.9,5.5
평일,6,광흥창,상선,5시30분,4.4,5.5
평일,6,대흥,상선,5시30분,3.6,5.5
평일,6,공덕,상선,5시30분,4.1,5.5
평일,6,효창공원앞,상선,5시30분,6.8,5.5
평일,6,삼각지,상선,5시30분,6.6,5.5
평일,6,녹사평,상선,5시30분,7.2,5.5
평일,6,이태원,상선,5시30분,8.4,5.5
평일,6,한강진,상선,5시30분,8.4,5.5
평일,6,버티고개,상선,5시30분,11.9,5.5
평일,6,약수,상선,5시30분,11.8,5.5
평일,6,청구,상선,5시30분,16.6,5.5
평일,6,신당,상선,5시30분,17.0,5.5
평일,6,동묘앞,상선,5시30분,20.1,5.5
평일,6,창신,상선,5시30분,20.6,5.5
평일,6,보문,상선,5시30분,19.1,5.5
평일,6,안암,상선,5시30분,17.6,5.5
평일,6,고려대,상선,5시30분,21.8,5.5
평일,6,월곡,상선,5시30분,20.5,5.5
평일,6,상월곡,상선,5시30분,17.1,5.5
평일,6,돌곶이,상선,5시30분,18.1,5.5
평일,6,석계,상선,5시30분,14.7,5.5
평일,6,태릉입구,상선,5시30분,12.8,5.5
평일,6,화랑대,상선,5시30분,8.3,5.5
평일,6,봉화산,상선,5시30분,4.1,5.5
평일,6,신내,상선,5시30분,4.0,5.5
평일,6,역촌,하선,5시30분,9.6,5.5
평일,6,불광,하선,5시30분,4.3,5.5
평일,6,독바위,하선,5시30분,4.5,5.5
평일,6,연신내,하선,5시30분,11.7,5.5
평일,6,구산,하선,5시30분,17.7,5.5
평일,6,응암,하선,5시30분,27.0,5.5
평일,6,새절,하선,5시30분,26.4,5.5
평일,6,증산,하선,5시30분,31.2,5.5
평일,6,디지털미디어시티,하선,5시30분,27.4,5.5
평일,6,월드컵경기장,하선,5시30분,27.4,5.5
평일,6,마포구청,하선,5시30분,30.8,5.5
평일,6,망원,하선,5시30분,37.9,5.5
평일,6,합정,하선,5시30분,23.1,5.5
평일,6,상수,하선,5시30분,24.5,5.5
평일,6,광흥창,하선,5시30분,25.2,5.5
평일,6,대흥,하선,5시30분,26.0,5.5
평일,6,공덕,하선,5시30분,17.1,5.5
평일,6,효창공원앞,하선,5시30분,15.1,5.5
평일,6,삼각지,하선,5시30분,12.1,5.5
평일,6,녹사평,하선,5시30분,12.2,5.5
평일,6,이태원,하선,5시30분,12.3,5.5
평일,6,한강진,하선,5시30분,7.7,5.5
평일,6,버티고개,하선,5시30분,8.1,5.5
평일,6,약수,하선,5시30분,5.5,5.5
평일,6,청구,하선,5시30분,5.5,5.5
평일,6,신당,하선,5시30분,8.3,5.5
평일,6,동묘앞,하선,5시30분,9.8,5.5
평일,6,창신,하선,5시30분,10.3,5.5
평일,6,보문,하선,5시30분,10.4,5.5
평일,6,안암,하선,5시30분,6.4,5.5
평일,6,고려대,하선,5시30분,6.7,5.5
평일,6,월곡,하선,5시30분,7.3,5.5
평일,6,상월곡,하선,5시30분,8.0,5.5
평일,6,돌곶이,하선,5시30분,9.5,5.5
평일,6,석계,하선,5시30분,11.4,5.5
평일,6,태릉입구,하선,5시30분,5.8,5.5
평일,6,화랑대,하선,5시30분,3.8,5.5
평일,6,봉화산,하선,5시30분,2.5,5.5
평일,6,신내,하선,5시30분,0.0,5.5
평일,7,장암,상선,5시30분,0.0,5.5
평일,7,도봉산,상선,5시30분,0.4,5.5
평일,7,수락산,상선,5시30분,8.4,5.5
평일,7,마들,상선,5시30분,9.2,5.5
평일,7,노원,상선,5시30분,9.1,5.5
평일,7,중계,상선,5시30분,12.6,5.5
평일,7,하계,상선,5시30분,12.1,5.5
평일,7,공릉,상선,5시30분,11.8,5.5
평일,7,태릉입구,상선,5시30분,11.0,5.5
평일,7,먹골,상선,5시30분,23.6,5.5
평일,7,중화,상선,5시30분,16.6,5.5
평일,7,상봉,상선,5시30분,16.2,5.5
평일,7,면목,상선,5시30분,15.4,5.5
평일,7,사가정,상선,5시30분,12.9,5.5
평일,7,용마산,상선,5시30분,10.9,5.5
평일,7,중곡,상선,5시30분,10.1,5.5
평일,7,군자,상선,5시30분,12.1,5.5
평일,7,어린이대공원,상선,5시30분,9.1,5.5
평일,7,건대입구,상선,5시30분,8.1,5.5
평일,7,자양(뚝섬한강공원),상선,5시30분,6.5,5.5
평일,7,청담,상선,5시30분,5.4,5.5
평일,7,강남구청,상선,5시30분,9.7,5.5
평일,7,학동,상선,5시30분,20.8,5.5
평일,7,논현,상선,5시30분,23.0,5.5
평일,7,반포,상선,5시30분,24.3,5.5
평일,7,고속터미널,상선,5시30분,25.5,5.5
평일,7,내방,상선,5시30분,36.3,5.5
평일,7,총신대입구,상선,5시30분,73.8,5.5
평일,7,남성,상선,5시30분,81.7,5.5
평일,7,숭실대입구,상선,5시30분,76.1,5.5
평일,7,상도,상선,5시30분,71.3,5.5
평일,7,장승배기,상선,5시30분,68.6,5.5
평일,7,신대방삼거리,상선,5시30분,62.8,5.5
평일,7,보라매,상선,5시30분,55.4,5.5
평일,7,신풍,상선,5시30분,52.6,5.5
평일,7,대림,상선,5시30분,66.7,5.5
평일,7,남구로,상선,5시30분,68.0,5.5
평일,7,가산디지털단지,상선,5시30분,53.0,5.5
평일,7,철산,상선,5시30분,63.8,5.5
평일,7,광명사거리,상선,5시30분,57.8,5.5
평일,7,천왕,상선,5시30분,44.4,5.5
평일,7,온수,상선,5시30분,34.6,5.5
평일,7,장암,하선,5시30분,2.9,5.5
평일,7,도봉산,하선,5시30분,11.7,5.5
평일,7,수락산,하선,5시30분,18.4,5.5
평일,7,마들,하선,5시30분,28.9,5.5
평일,7,노원,하선,5시30분,33.7,5.5
평일,7,중계,하선,5시30분,40.1,5.5
평일,7,하계,하선,5시30분,46.9,5.5
평일,7,공릉,하선,5시30분,57.6,5.5
평일,7,태릉입구,하선,5시30분,42.8,5.5
평일,7,먹골,하선,5시30분,48.3,5.5
평일,7,중화,하선,5시30분,54.6,5.5
평일,7,상봉,하선,5시30분,72.3,5.5
평일,7,면목,하선,5시30분,85.4,5.5
평일,7,사가정,하선,5시30분,96.6,5.5
평일,7,용마산,하선,5시30분,101.5,5.5
평일,7,중곡,하선,5시30분,108.3,5.5
평일,7,군자,하선,5시30분,107.1,5.5
평일,7,어린이대공원,하선,5시30분,120.0,5.5
평일,7,건대입구,하선,5시30분,54.5,5.5
평일,7,자양(뚝섬한강공원),하선,5시30분,58.3,5.5
평일,7,청담,하선,5시30분,36.3,5.5
평일,7,강남구청,하선,5시30분,31.9,5.5
평일,7,학동,하선,5시30분,29.6,5.5
평일,7,논현,하선,5시30분,11.3,5.5
평일,7,반포,하선,5시30분,11.6,5.5
평일,7,고속터미널,하선,5시30분,12.8,5.5
평일,7,내방,하선,5시30분,8.8,5.5
평일,7,총신대입구,하선,5시30분,8.7,5.5
평일,7,남성,하선,5시30분,9.9,5.5
평일,7,숭실대입구,하선,5시30분,10.0,5.5
평일,7,상도,하선,5시30분,10.8,5.5
평일,7,장승배기,하선,5시30분,12.2,5.5
평일,7,신대방삼거리,하선,5시30분,15.7,5.5
평일,7,보라매,하선,5시30분,17.0,5.5
평일,7,신풍,하선,5시30분,15.7,5.5
평일,7,대림,하선,5시30분,24.3,5.5
평일,7,남구로,하선,5시30분,32.9,5.5
평일,7,가산디지털단지,하선,5시30분,30.3,5.5
평일,7,철산,하선,5시30분,29.6,5.5
평일,7,광명사거리,하선,5시30분,27.0,5.5
평일,7,천왕,하선,5시30분,27.1,5.5
평일,7,온수,하선,5시30분,14.1,5.5
평일,8,암사역사공원,상선,5시30분,2.2,5.5
평일,8,암사,상선,5시30분,3.1,5.5
평일,8,천호,상선,5시30분,4.3,5.5
평일,8,강동구청,상선,5시30분,10.2,5.5
평일,8,몽촌토성,상선,5시30분,9.4,5.5
평일,8,잠실,상선,5시30분,10.0,5.5
평일,8,석촌,상선,5시30분,21.8,5.5
평일,8,송파,상선,5시30분,26.1,5.5
평일,8,가락시장,상선,5시30분,24.2,5.5
평일,8,문정,상선,5시30분,37.9,5.5
평일,8,장지,상선,5시30분,31.9,5.5
평일,8,복정,상선,5시30분,28.5,5.5
평일,8,남위례,상선,5시30분,26.7,5.5
평일,8,산성,상선,5시30분,23.7,5.5
평일,8,남한산성입구,상선,5시30분,20.2,5.5
평일,8,단대오거리,상선,5시30분,12.4,5.5
평일,8,신흥,상선,5시30분,5.2,5.5
평일,8,수진,상선,5시30분,3.1,5.5
평일,8,모란,상선,5시30분,1.6,5.5
평일,8,암사역사공원,하선,5시30분,22.9,5.5
평일,8,암사,하선,5시30분,32.3,5.5
평일,8,천호,하선,5시30분,39.1,5.5
평일,8,강동구청,하선,5시30분,44.6,5.5
평일,8,몽촌토성,하선,5시30분,44.1,5.5
평일,8,잠실,하선,5시30분,32.3,5.5
평일,8,석촌,하선,5시30분,30.8,5.5
평일,8,송파,하선,5시30분,31.5,5.5
평일,8,가락시장,하선,5시30분,26.1,5.5
평일,8,문정,하선,5시30분,21.5,5.5
평일,8,장지,하선,5시30분,19.6,5.5
평일,8,복정,하선,5시30분,7.2,5.5
평일,8,남위례,하선,5시30분,6.7,5.5
평일,8,산성,하선,5시30분,8.3,5.5
평일,8,남한산성입구,하선,5시30분,11.1,5.5
평일,8,단대오거리,하선,5시30분,13.8,5.5
평일,8,신흥,하선,5시30분,14.0,5.5
