호선명,지하철역,role,lat,lng
9호선2~3단계,언주,other,37.507300921296405,127.0338952243552
9호선2~3단계,올림픽공원(한국체대),other,37.5161821655637,127.13105950744885
9호선2~3단계,종합운동장,other,37.51125023009749,127.07528841397652
9호선2~3단계,중앙보훈병원,other,37.52867722577762,127.14846068356508
9호선2~3단계,한성백제,other,37.51647638001374,127.11562804979107
경강선,경기광주,other,37.398924,127.253313
경강선,곤지암,other,37.4432532,126.9015412
경강선,부발,other,37.550263,126.9970831
경강선,삼동,other,37.408554,127.203656
경강선,성남,other,37.394218,127.120578
경강선,세종대왕릉,other,37.550263,126.9970831
경강선,신둔도예촌,other,37.56521290000001,126.9773517
경강선,여주,other,37.56521290000001,126.9773517
경강선,이매,other,37.395846,127.128272
경강선,이천,other,37.550263,126.9970831
경강선,초월,other,37.373394,127.30001
경강선,판교,other,37.394776,127.11116
경부선,가산디지털단지,business,37.481130156879466,126.88233218774405
경부선,관악,other,37.41957800000001,126.908476
경부선,광명,other,37.416522,126.884789
경부선,구로,other,37.50242662045135,126.88136055154649
경부선,군포,other,37.354006,126.948539
경부선,금정,residential,37.3719457,126.9436164
경부선,금천구청,other,37.462763856279985,126.89086940526208
경부선,남영,other,37.540606,126.971316
경부선,노량진,residential,37.51392871682386,126.94091693905705
경부선,당정,other,37.550263,126.9970831
경부선,대방,other,37.5125541,126.9263706
경부선,독산,other,37.4659942,126.8895083
경부선,두정,other,37.56521290000001,126.9773517
경부선,명학,other,37.385181,126.9354047
경부선,병점,other,37.56521290000001,126.9773517
경부선,서동탄,other,37.195683,127.051904
경부선,서울역,business,37.55566267132654,126.9723995344906
경부선,서정리,other,37.550263,126.9970831
경부선,석수,other,37.435161,126.902233
경부선,성균관대,other,37.550263,126.9970831
경부선,성환,other,37.550263,126.9970831
경부선,세류,other,37.550263,126.9970831
경부선,세마,other,37.56521290000001,126.9773517
경부선,송탄,other,37.56521290000001,126.9773517
경부선,수원,residential,37.2661617,126.9998207
경부선,신길,other,37.517346,126.9164095
경부선,신도림,mixed,37.508555315909,126.89122898911323
경부선,안양,other,37.401938,126.922661
경부선,영등포,business,37.51570214674419,126.90709777691302
경부선,오산,other,37.56521290000001,126.9773517
경부선,오산대,other,37.550263,126.9970831
경부선,용산,business,37.530262355240794,126.9642921209886
경부선,의왕,other,37.320648,126.948099
경부선,직산,other,37.550263,126.9970831
경부선,진위,other,37.550263,126.9970831
경부선,천안,other,37.56521290000001,126.9773517
경부선,평택,other,37.550263,126.9970831
경부선,평택지제,other,37.550263,126.9970831
경부선,화서,other,37.28399,126.989581
경원선,가능,other,37.550263,126.9970831
경원선,광운대,other,37.622928786219454,127.0617854381453
경원선,녹양,other,37.759425,127.042293
경원선,녹천,other,37.645830712916165,127.05087759825527
경원선,덕계,other,37.56521290000001,126.9773517
경원선,덕정,other,37.550263,126.9970831
경원선,도봉,other,37.67911620200704,127.04549029215724
경원선,도봉산,other,37.68929924117382,127.04623767796916
경원선,동두천,other,37.550263,126.9970831
경원선,동두천중앙,other,37.550263,126.9970831
경원선,망월사,other,37.710507,127.04738
경원선,방학,other,37.66779689973606,127.0442742815382
경원선,보산,other,37.550263,126.9970831
경원선,서빙고,other,37.51949580748297,126.98953626942787
경원선,석계,other,37.61492456101739,127.06594267971394
경원선,소요산,other,37.550263,126.9970831
경원선,신이문,other,37.60284688905253,127.06788428875329
경원선,양주,other,37.550263,126.9970831
경원선,연천,other,37.550263,126.9970831
경원선,옥수,other,37.5412147984679,127.01783563756655
경원선,왕십리(성동구청),residential,37.56129280207992,127.03724484828417
경원선,외대앞,other,37.595518,127.059615
경원선,월계,other,37.63195944024424,127.05872948619533
경원선,응봉,other,37.5504328,127.0348241
경원선,의정부,other,37.7387295,127.0458908
경원선,이촌(국립중앙박물관),other,37.52243958997263,126.97444671029878
경원선,전곡,other,37.550263,126.9970831
경원선,지행,other,37.892369,127.055757
경원선,창동,residential,37.65327765604755,127.0480416391113
경원선,청량리(서울시립대입구),other,37.579892576268506,127.04531652547182
경원선,청산,other,37.550263,126.9970831
경원선,한남,other,37.53752790000001,127.0051334
경원선,회룡,other,37.724045,127.047339
경의선,가좌,other,37.5686275813706,126.91464162226954
경의선,강매,other,37.6125959,126.8454369
경의선,검암,other,37.5692314,126.6736077
경의선,계양,other,37.571594,126.7363805
경의선,곡산,other,37.6457328,126.8018208
경의선,공덕,business,37.54389405950075,126.95146102612989
경의선,금릉,other,37.751306,126.765422
경의선,금촌,other,37.766106,126.774515
경의선,김포공항,other,37.56202114212759,126.802569596774
경의선,능곡,other,37.550263,126.9970831
경의선,디지털미디어시티,business,37.57731700271372,126.89901731756916
경의선,문산,other,37.56521290000001,126.9773517
경의선,백마,other,37.550263,126.9970831
경의선,서강대,other,37.5524619143501,126.93487463646903
경의선,서울역,business,37.55566267132654,126.9723995344906
경의선,수색,other,37.5855741,126.8945457
경의선,신촌,residential,37.559771,126.942367
경의선,야당,other,37.7127491,126.7615354
경의선,운정,other,37.725402,126.767152
경의선,운천,other,37.879914,126.769819
경의선,월롱,other,37.550263,126.9970831
경의선,일산,other,37.550263,126.9970831
경의선,임진강,other,37.550263,126.9970831
경의선,탄현,other,37.550263,126.9970831
경의선,파주,other,37.550263,126.9970831
경의선,풍산,other,37.550263,126.9970831
경의선,한국항공대,other,37.602908,126.868386
경의선,행신,other,37.550263,126.9970831
경의선,홍대입구,mixed,37.556734666483244,126.92455157301279
경의선,효창공원앞,other,37.53867222482999,126.96287530604673
경인선,간석,other,37.464689,126.693408
경인선,개봉,other,37.494520956252394,126.85911494891653
경인선,구일,other,37.496261,126.86959
경인선,도원,other,37.46871,126.642611
경인선,도화,other,37.466128,126.6685204
경인선,동암,other,37.470869,126.702884
경인선,동인천,other,37.56521290000001,126.9773517
경인선,백운,other,37.483301,126.707179
경인선,부개,other,37.550263,126.9970831
경인선,부천,residential,37.484085,126.782803
경인선,부평,residential,37.489481,126.724517
경인선,소사,other,37.550263,126.9970831
경인선,송내,residential,37.487626,126.753045
경인선,역곡,residential,37.4851398,126.8116223
경인선,오류동,other,37.494422444164705,126.84432435803524
경인선,온수(성공회대입구),other,37.49234545420575,126.82411494710904
경인선,인천,other,37.56521290000001,126.9773517
경인선,제물포,other,37.5542316,126.9740458
경인선,주안,other,37.4650414,126.6807024
경인선,중동,other,37.486675,126.76449
경춘선,가평,other,37.56521290000001,126.9773517
경춘선,갈매,other,37.6348265,127.1156625
경춘선,강촌,other,37.56521290000001,126.9773517
경춘선,굴봉산,other,37.4809799,126.8271976
경춘선,금곡,other,37.637364,127.20762
경춘선,김유정,other,37.55319799999999,126.906124
경춘선,남춘천,other,37.550263,126.9970831
경춘선,대성리,other,37.550263,126.9970831
경춘선,마석,other,37.550263,126.9970831
경춘선,백양리,other,37.550263,126.9970831
경춘선,별내,other,37.6423984,127.1275771
경춘선,사릉,other,37.651145,127.176839
경춘선,상천,other,37.770405,127.4542002
경춘선,신내,other,37.61304690483601,127.1034525574782
경춘선,천마산,other,37.65899539999999,127.2857308
경춘선,청평,other,37.73546899999999,127.426589
경춘선,춘천,other,37.8846755,127.716753
경춘선,퇴계원,other,37.550263,126.9970831
경춘선,평내호평,other,37.550263,126.9970831
공항철도 1호선,검암,other,37.5692314,126.6736077
공항철도 1호선,계양,other,37.571594,126.7363805
공항철도 1호선,공덕,business,37.54389405950075,126.95146102612989
공항철도 1호선,공항화물청사,other,37.550263,126.9970831
공항철도 1호선,김포공항,other,37.56202114212759,126.802569596774
공항철도 1호선,디지털미디어시티,business,37.57731700271372,126.89901731756916
공항철도 1호선,마곡나루(서울식물원),other,37.5694132,126.8350252
공항철도 1호선,서울역,business,37.55566267132654,126.9723995344906
공항철도 1호선,영종,other,37.51996219999999,126.9032423
공항철도 1호선,운서,other,37.56521290000001,126.9773517
공항철도 1호선,인천공항1터미널,other,37.4475951,126.4580803
공항철도 1호선,인천공항2터미널,other,37.4688875,126.433359
공항철도 1호선,청라국제도시,other,37.550263,126.9970831
공항철도 1호선,홍대입구,mixed,37.556734666483244,126.92455157301279
과천선,경마공원,other,37.443959,127.007767
과천선,과천,other,37.432785,126.996542
과천선,대공원,other,37.435656,127.006655
과천선,범계,residential,37.389854,126.950627
과천선,선바위,other,37.451854,127.002164
과천선,인덕원,other,37.6179065,126.9166665
과천선,정부과천청사,other,37.4264825,126.9900215
과천선,평촌,other,37.394346,126.96388
분당선,가천대,other,37.44960200000001,127.126635
분당선,강남구청,other,37.51721695632317,127.04126963827999
분당선,개포동,other,37.48927838332698,127.06614287641952
분당선,구룡,other,37.486751009470055,127.05976177332977
분당선,구성,other,37.56521290000001,126.9773517
분당선,기흥,other,37.56521290000001,126.9773517
분당선,대모산입구,other,37.49157477585504,127.07323337475067
분당선,도곡,other,37.490728411095084,127.05568242908524
분당선,망포,other,37.550263,126.9970831
분당선,매교,other,37.550263,126.9970831
분당선,매탄권선,other,37.252704,127.040661
분당선,모란,other,37.432124,127.129064
분당선,미금,other,37.350078,127.108952
분당선,보정,other,37.312747,127.108232
분당선,복정,other,37.470375,127.126685
분당선,상갈,other,37.261797,127.108718
분당선,서울숲,other,37.5431930448426,127.04459239755532
분당선,서현,other,37.384994,127.123402
분당선,선릉,business,37.50464643153688,127.04920627041982
분당선,선정릉,other,37.510271982894245,127.04366147841344
분당선,수내,other,37.378442,127.11423
분당선,수서,residential,37.48728809788657,127.10169494325598
분당선,수원,residential,37.2661617,126.9998207
분당선,수원시청,other,37.550263,126.9970831
분당선,신갈,other,37.550263,126.9970831
분당선,압구정로데오,other,37.528029698971565,127.04077896895393
분당선,야탑,other,37.41132,127.128674
분당선,영통,other,37.550263,126.9970831
분당선,오리,other,37.339832,127.108985
분당선,이매,other,37.395846,127.128272
분당선,정자,other,37.366766,127.108265
분당선,죽전,other,37.324583,127.107398
분당선,청명,other,37.2595832,127.0790738
분당선,태평,other,37.439854,127.128035
분당선,한티,other,37.496352591819075,127.05313168598835
서해선,김포공항,other,37.56202114212759,126.802569596774
서해선,부천종합운동장,other,37.505452,126.797498
서해선,원종,other,37.550263,126.9970831
수인선,고색,other,37.249668,126.980289
수인선,남동인더스파크,other,37.550263,126.9970831
수인선,달월,other,37.380008,126.745449
수인선,사리,other,37.550263,126.9970831
수인선,소래포구,other,37.550263,126.9970831
수인선,송도,other,37.429714,126.654485
수인선,숭의,other,37.550263,126.9970831
수인선,신포,other,37.550263,126.9970831
수인선,야목,other,37.26119,126.884077
수인선,어천,other,37.56521290000001,126.9773517
수인선,연수,other,37.550263,126.9970831
수인선,오목천,other,37.243486,126.964121
수인선,원인재,other,37.550263,126.9970831
수인선,월곶,other,37.391813,126.742693
수인선,인천,other,37.56521290000001,126.9773517
수인선,인천논현,other,37.550263,126.9970831
수인선,인하대,other,37.4482422,126.6499823
수인선,호구포,other,37.550263,126.9970831
신림선,관악산(서울대),other,37.46893499999999,126.945149
신림선,당곡,other,37.490253,126.927559
신림선,대방,other,37.5125541,126.9263706
신림선,보라매,other,37.5000847411346,126.92002830294443
신림선,보라매공원,other,37.49539600000001,126.91826
