시간,역명_cleaned,호선,상하구분,혼잡도,role,stinConsOrdr,left_transfer,left_dist,right_transfer,right_dist
15.0,녹번,3,하선,26.5,other,15,불광,1.0,종로3가,6.0
15.5,녹번,3,상선,53.4,other,15,불광,1.0,종로3가,6.0
15.5,녹번,3,하선,33.7,other,15,불광,1.0,종로3가,6.0
16.0,녹번,3,상선,47.9,other,15,불광,1.0,종로3가,6.0
16.0,녹번,3,하선,35.3,other,15,불광,1.0,종로3가,6.0
16.5,녹번,3,상선,49.9,other,15,불광,1.0,종로3가,6.0
16.5,녹번,3,하선,26.4,other,15,불광,1.0,종로3가,6.0
17.0,녹번,3,상선,71.2,other,15,불광,1.0,종로3가,6.0
17.0,녹번,3,하선,21.1,other,15,불광,1.0,종로3가,6.0
17.5,녹번,3,상선,84.0,other,15,불광,1.0,종로3가,6.0
17.5,녹번,3,하선,24.3,other,15,불광,1.0,종로3가,6.0
18.0,녹번,3,상선,94.0,other,15,불광,1.0,종로3가,6.0
18.0,녹번,3,하선,22.7,other,15,불광,1.0,종로3가,6.0
18.5,녹번,3,상선,96.9,other,15,불광,1.0,종로3가,6.0
18.5,녹번,3,하선,17.7,other,15,불광,1.0,종로3가,6.0
19.0,녹번,3,상선,66.6,other,15,불광,1.0,종로3가,6.0
19.0,녹번,3,하선,15.3,other,15,불광,1.0,종로3가,6.0
19.5,녹번,3,상선,55.6,other,15,불광,1.0,종로3가,6.0
19.5,녹번,3,하선,10.1,other,15,불광,1.0,종로3가,6.0
20.0,녹번,3,상선,45.6,other,15,불광,1.0,종로3가,6.0
20.0,녹번,3,하선,9.3,other,15,불광,1.0,종로3가,6.0
20.5,녹번,3,상선,47.7,other,15,불광,1.0,종로3가,6.0
20.5,녹번,3,하선,8.8,other,15,불광,1.0,종로3가,6.0
21.0,녹번,3,상선,39.3,other,15,불광,1.0,종로3가,6.0
21.0,녹번,3,하선,9.4,other,15,불광,1.0,종로3가,6.0
21.5,녹번,3,상선,45.8,other,15,불광,1.0,종로3가,6.0
21.5,녹번,3,하선,10.4,other,15,불광,1.0,종로3가,6.0
22.0,녹번,3,상선,36.5,other,15,불광,1.0,종로3가,6.0
22.0,녹번,3,하선,8.1,other,15,불광,1.0,종로3가,6.0
22.5,녹번,3,상선,43.9,other,15,불광,1.0,종로3가,6.0
22.5,녹번,3,하선,10.2,other,15,불광,1.0,종로3가,6.0
23.0,녹번,3,상선,32.7,other,15,불광,1.0,종로3가,6.0
23.0,녹번,3,하선,10.8,other,15,불광,1.0,종로3가,6.0
23.5,녹번,3,상선,24.6,other,15,불광,1.0,종로3가,6.0
23.5,녹번,3,하선,5.6,other,15,불광,1.0,종로3가,6.0
0.0,녹번,3,상선,12.8,other,15,불광,1.0,종로3가,6.0
0.0,녹번,3,하선,2.8,other,15,불광,1.0,종로3가,6.0
0.5,녹번,3,상선,8.8,other,15,불광,1.0,종로3가,6.0
0.5,녹번,3,하선,2.5,other,15,불광,1.0,종로3가,6.0
5.5,홍제,3,상선,13.3,other,16,불광,2.0,종로3가,5.0
5.5,홍제,3,하선,45.5,other,16,불광,2.0,종로3가,5.0
6.0,홍제,3,상선,10.1,other,16,불광,2.0,종로3가,5.0
6.0,홍제,3,하선,41.6,other,16,불광,2.0,종로3가,5.0
6.5,홍제,3,상선,8.5,other,16,불광,2.0,종로3가,5.0
6.5,홍제,3,하선,55.0,other,16,불광,2.0,종로3가,5.0
7.0,홍제,3,상선,10.9,other,16,불광,2.0,종로3가,5.0
7.0,홍제,3,하선,82.4,other,16,불광,2.0,종로3가,5.0
7.5,홍제,3,상선,14.2,other,16,불광,2.0,종로3가,5.0
7.5,홍제,3,하선,110.8,other,16,불광,2.0,종로3가,5.0
8.0,홍제,3,상선,14.9,other,16,불광,2.0,종로3가,5.0
8.0,홍제,3,하선,138.2,other,16,불광,2.0,종로3가,5.0
8.5,홍제,3,상선,11.1,other,16,불광,2.0,종로3가,5.0
8.5,홍제,3,하선,97.9,other,16,불광,2.0,종로3가,5.0
9.0,홍제,3,상선,11.2,other,16,불광,2.0,종로3가,5.0
9.0,홍제,3,하선,77.4,other,16,불광,2.0,종로3가,5.0
9.5,홍제,3,상선,13.7,other,16,불광,2.0,종로3가,5.0
9.5,홍제,3,하선,68.7,other,16,불광,2.0,종로3가,5.0
10.0,홍제,3,상선,11.5,other,16,불광,2.0,종로3가,5.0
10.0,홍제,3,하선,55.3,other,16,불광,2.0,종로3가,5.0
10.5,홍제,3,상선,11.9,other,16,불광,2.0,종로3가,5.0
10.5,홍제,3,하선,57.8,other,16,불광,2.0,종로3가,5.0
11.0,홍제,3,상선,15.6,other,16,불광,2.0,종로3가,5.0
11.0,홍제,3,하선,42.0,other,16,불광,2.0,종로3가,5.0
11.5,홍제,3,상선,18.6,other,16,불광,2.0,종로3가,5.0
11.5,홍제,3,하선,39.9,other,16,불광,2.0,종로3가,5.0
12.0,홍제,3,상선,22.0,other,16,불광,2.0,종로3가,5.0
12.0,홍제,3,하선,36.3,other,16,불광,2.0,종로3가,5.0
12.5,홍제,3,상선,29.7,other,16,불광,2.0,종로3가,5.0
12.5,홍제,3,하선,43.0,other,16,불광,2.0,종로3가,5.0
13.0,홍제,3,상선,29.5,other,16,불광,2.0,종로3가,5.0
13.0,홍제,3,하선,49.1,other,16,불광,2.0,종로3가,5.0
13.5,홍제,3,상선,27.1,other,16,불광,2.0,종로3가,5.0
13.5,홍제,3,하선,39.9,other,16,불광,2.0,종로3가,5.0
14.0,홍제,3,상선,27.7,other,16,불광,2.0,종로3가,5.0
14.0,홍제,3,하선,30.3,other,16,불광,2.0,종로3가,5.0
14.5,홍제,3,상선,34.0,other,16,불광,2.0,종로3가,5.0
14.5,홍제,3,하선,25.1,other,16,불광,2.0,종로3가,5.0
15.0,홍제,3,상선,51.0,other,16,불광,2.0,종로3가,5.0
15.0,홍제,3,하선,26.0,other,16,불광,2.0,종로3가,5.0
15.5,홍제,3,상선,57.3,other,16,불광,2.0,종로3가,5.0
15.5,홍제,3,하선,35.7,other,16,불광,2.0,종로3가,5.0
16.0,홍제,3,상선,51.7,other,16,불광,2.0,종로3가,5.0
16.0,홍제,3,하선,37.9,other,16,불광,2.0,종로3가,5.0
16.5,홍제,3,상선,54.2,other,16,불광,2.0,종로3가,5.0
16.5,홍제,3,하선,30.6,other,16,불광,2.0,종로3가,5.0
17.0,홍제,3,상선,89.4,other,16,불광,2.0,종로3가,5.0
17.0,홍제,3,하선,22.5,other,16,불광,2.0,종로3가,5.0
17.5,홍제,3,상선,92.8,other,16,불광,2.0,종로3가,5.0
17.5,홍제,3,하선,27.0,other,16,불광,2.0,종로3가,5.0
18.0,홍제,3,상선,106.5,other,16,불광,2.0,종로3가,5.0
18.0,홍제,3,하선,23.6,other,16,불광,2.0,종로3가,5.0
18.5,홍제,3,상선,104.2,other,16,불광,2.0,종로3가,5.0
18.5,홍제,3,하선,18.8,other,16,불광,2.0,종로3가,5.0
19.0,홍제,3,상선,74.8,other,16,불광,2.0,종로3가,5.0
19.0,홍제,3,하선,15.5,other,16,불광,2.0,종로3가,5.0
19.5,홍제,3,상선,62.6,other,16,불광,2.0,종로3가,5.0
19.5,홍제,3,하선,10.2,other,16,불광,2.0,종로3가,5.0
20.0,홍제,3,상선,53.2,other,16,불광,2.0,종로3가,5.0
20.0,홍제,3,하선,9.6,other,16,불광,2.0,종로3가,5.0
20.5,홍제,3,상선,51.5,other,16,불광,2.0,종로3가,5.0
20.5,홍제,3,하선,8.8,other,16,불광,2.0,종로3가,5.0
21.0,홍제,3,상선,47.4,other,16,불광,2.0,종로3가,5.0
21.0,홍제,3,하선,10.0,other,16,불광,2.0,종로3가,5.0
21.5,홍제,3,상선,49.1,other,16,불광,2.0,종로3가,5.0
21.5,홍제,3,하선,10.7,other,16,불광,2.0,종로3가,5.0
22.0,홍제,3,상선,41.0,other,16,불광,2.0,종로3가,5.0
22.0,홍제,3,하선,8.4,other,16,불광,2.0,종로3가,5.0
22.5,홍제,3,상선,49.2,other,16,불광,2.0,종로3가,5.0
22.5,홍제,3,하선,9.0,other,16,불광,2.0,종로3가,5.0
23.0,홍제,3,상선,37.2,other,16,불광,2.0,종로3가,5.0
23.0,홍제,3,하선,12.0,other,16,불광,2.0,종로3가,5.0
23.5,홍제,3,상선,28.0,other,16,불광,2.0,종로3가,5.0
23.5,홍제,3,하선,5.3,other,16,불광,2.0,종로3가,5.0
0.0,홍제,3,상선,14.9,other,16,불광,2.0,종로3가,5.0
0.0,홍제,3,하선,2.7,other,16,불광,2.0,종로3가,5.0
0.5,홍제,3,상선,10.7,other,16,불광,2.0,종로3가,5.0
0.5,홍제,3,하선,2.2,other,16,불광,2.0,종로3가,5.0
5.5,무악재,3,상선,11.6,other,17,불광,3.0,종로3가,4.0
5.5,무악재,3,하선,46.8,other,17,불광,3.0,종로3가,4.0
6.0,무악재,3,상선,10.2,other,17,불광,3.0,종로3가,4.0
6.0,무악재,3,하선,42.5,other,17,불광,3.0,종로3가,4.0
6.5,무악재,3,상선,8.4,other,17,불광,3.0,종로3가,4.0
6.5,무악재,3,하선,56.4,other,17,불광,3.0,종로3가,4.0
7.0,무악재,3,상선,11.2,other,17,불광,3.0,종로3가,4.0
7.0,무악재,3,하선,84.3,other,17,불광,3.0,종로3가,4.0
7.5,무악재,3,상선,13.2,other,17,불광,3.0,종로3가,4.0
7.5,무악재,3,하선,112.9,other,17,불광,3.0,종로3가,4.0
8.0,무악재,3,상선,15.1,other,17,불광,3.0,종로3가,4.0
8.0,무악재,3,하선,136.9,other,17,불광,3.0,종로3가,4.0
8.5,무악재,3,상선,11.4,other,17,불광,3.0,종로3가,4.0
8.5,무악재,3,하선,107.8,other,17,불광,3.0,종로3가,4.0
9.0,무악재,3,상선,11.6,other,17,불광,3.0,종로3가,4.0
9.0,무악재,3,하선,81.3,other,17,불광,3.0,종로3가,4.0
9.5,무악재,3,상선,15.1,other,17,불광,3.0,종로3가,4.0
9.5,무악재,3,하선,71.9,other,17,불광,3.0,종로3가,4.0
10.0,무악재,3,상선,12.4,other,17,불광,3.0,종로3가,4.0
10.0,무악재,3,하선,57.6,other,17,불광,3.0,종로3가,4.0
10.5,무악재,3,상선,12.5,other,17,불광,3.0,종로3가,4.0
10.5,무악재,3,하선,59.1,other,17,불광,3.0,종로3가,4.0
11.0,무악재,3,상선,16.8,other,17,불광,3.0,종로3가,4.0
11.0,무악재,3,하선,42.9,other,17,불광,3.0,종로3가,4.0
11.5,무악재,3,상선,20.0,other,17,불광,3.0,종로3가,4.0
11.5,무악재,3,하선,41.0,other,17,불광,3.0,종로3가,4.0
12.0,무악재,3,상선,22.9,other,17,불광,3.0,종로3가,4.0
12.0,무악재,3,하선,37.5,other,17,불광,3.0,종로3가,4.0
12.5,무악재,3,상선,31.1,other,17,불광,3.0,종로3가,4.0
12.5,무악재,3,하선,43.6,other,17,불광,3.0,종로3가,4.0
13.0,무악재,3,상선,30.7,other,17,불광,3.0,종로3가,4.0
13.0,무악재,3,하선,48.5,other,17,불광,3.0,종로3가,4.0
13.5,무악재,3,상선,28.7,other,17,불광,3.0,종로3가,4.0
13.5,무악재,3,하선,40.7,other,17,불광,3.0,종로3가,4.0
14.0,무악재,3,상선,29.5,other,17,불광,3.0,종로3가,4.0
14.0,무악재,3,하선,30.9,other,17,불광,3.0,종로3가,4.0
14.5,무악재,3,상선,36.2,other,17,불광,3.0,종로3가,4.0
14.5,무악재,3,하선,25.6,other,17,불광,3.0,종로3가,4.0
15.0,무악재,3,상선,56.9,other,17,불광,3.0,종로3가,4.0
15.0,무악재,3,하선,26.4,other,17,불광,3.0,종로3가,4.0
15.5,무악재,3,상선,60.9,other,17,불광,3.0,종로3가,4.0
15.5,무악재,3,하선,36.0,other,17,불광,3.0,종로3가,4.0
16.0,무악재,3,상선,55.3,other,17,불광,3.0,종로3가,4.0
16.0,무악재,3,하선,38.4,other,17,불광,3.0,종로3가,4.0
16.5,무악재,3,상선,58.3,other,17,불광,3.0,종로3가,4.0
16.5,무악재,3,하선,32.2,other,17,불광,3.0,종로3가,4.0
17.0,무악재,3,상선,95.7,other,17,불광,3.0,종로3가,4.0
17.0,무악재,3,하선,22.7,other,17,불광,3.0,종로3가,4.0
17.5,무악재,3,상선,99.9,other,17,불광,3.0,종로3가,4.0
17.5,무악재,3,하선,26.6,other,17,불광,3.0,종로3가,4.0
18.0,무악재,3,상선,114.9,other,17,불광,3.0,종로3가,4.0
18.0,무악재,3,하선,24.0,other,17,불광,3.0,종로3가,4.0
18.5,무악재,3,상선,112.8,other,17,불광,3.0,종로3가,4.0
18.5,무악재,3,하선,19.8,other,17,불광,3.0,종로3가,4.0
19.0,무악재,3,상선,78.2,other,17,불광,3.0,종로3가,4.0
19.0,무악재,3,하선,15.0,other,17,불광,3.0,종로3가,4.0
19.5,무악재,3,상선,67.3,other,17,불광,3.0,종로3가,4.0
19.5,무악재,3,하선,10.3,other,17,불광,3.0,종로3가,4.0
20.0,무악재,3,상선,56.8,other,17,불광,3.0,종로3가,4.0
20.0,무악재,3,하선,9.3,other,17,불광,3.0,종로3가,4.0
20.5,무악재,3,상선,55.1,other,17,불광,3.0,종로3가,4.0
20.5,무악재,3,하선,9.2,other,17,불광,3.0,종로3가,4.0
21.0,무악재,3,상선,53.3,other,17,불광,3.0,종로3가,4.0
21.0,무악재,3,하선,10.0,other,17,불광,3.0,종로3가,4.0
21.5,무악재,3,상선,50.4,other,17,불광,3.0,종로3가,4.0
21.5,무악재,3,하선,10.9,other,17,불광,3.0,종로3가,4.0
22.0,무악재,3,상선,50.6,other,17,불광,3.0,종로3가,4.0
22.0,무악재,3,하선,8.7,other,17,불광,3.0,종로3가,4.0
22.5,무악재,3,상선,51.9,other,17,불광,3.0,종로3가,4.0
22.5,무악재,3,하선,8.9,other,17,불광,3.0,종로3가,4.0
23.0,무악재,3,상선,38.0,other,17,불광,3.0,종로3가,4.0
23.0,무악재,3,하선,12.0,other,17,불광,3.0,종로3가,4.0
23.5,무악재,3,상선,29.0,other,17,불광,3.0,종로3가,4.0
23.5,무악재,3,하선,5.2,other,17,불광,3.0,종로3가,4.0
0.0,무악재,3,상선,14.0,other,17,불광,3.0,종로3가,4.0
0.0,무악재,3,하선,2.6,other,17,불광,3.0,종로3가,4.0
0.5,무악재,3,상선,10.6,other,17,불광,3.0,종로3가,4.0
0.5,무악재,3,하선,2.2,other,17,불광,3.0,종로3가,4.0
5.5,독립문,3,상선,11.2,other,18,불광,4.0,종로3가,3.0
5.5,독립문,3,하선,32.3,other,18,불광,4.0,종로3가,3.0
6.0,독립문,3,상선,9.9,other,18,불광,4.0,종로3가,3.0
6.0,독립문,3,하선,44.5,other,18,불광,4.0,종로3가,3.0
6.5,독립문,3,상선,8.3,other,18,불광,4.0,종로3가,3.0
6.5,독립문,3,하선,57.0,other,18,불광,4.0,종로3가,3.0
7.0,독립문,3,상선,11.1,other,18,불광,4.0,종로3가,3.0
7.0,독립문,3,하선,83.1,other,18,불광,4.0,종로3가,3.0
7.5,독립문,3,상선,13.1,other,18,불광,4.0,종로3가,3.0
7.5,독립문,3,하선,110.3,other,18,불광,4.0,종로3가,3.0
8.0,독립문,3,상선,14.6,other,18,불광,4.0,종로3가,3.0
8.0,독립문,3,하선,137.2,other,18,불광,4.0,종로3가,3.0
8.5,독립문,3,상선,11.7,other,18,불광,4.0,종로3가,3.0
8.5,독립문,3,하선,108.3,other,18,불광,4.0,종로3가,3.0
9.0,독립문,3,상선,12.7,other,18,불광,4.0,종로3가,3.0
9.0,독립문,3,하선,83.2,other,18,불광,4.0,종로3가,3.0
9.5,독립문,3,상선,14.7,other,18,불광,4.0,종로3가,3.0
9.5,독립문,3,하선,72.3,other,18,불광,4.0,종로3가,3.0
10.0,독립문,3,상선,12.4,other,18,불광,4.0,종로3가,3.0
10.0,독립문,3,하선,58.0,other,18,불광,4.0,종로3가,3.0
10.5,독립문,3,상선,12.7,other,18,불광,4.0,종로3가,3.0
10.5,독립문,3,하선,59.7,other,18,불광,4.0,종로3가,3.0
11.0,독립문,3,상선,17.0,other,18,불광,4.0,종로3가,3.0
11.0,독립문,3,하선,45.9,other,18,불광,4.0,종로3가,3.0
11.5,독립문,3,상선,20.1,other,18,불광,4.0,종로3가,3.0
11.5,독립문,3,하선,39.9,other,18,불광,4.0,종로3가,3.0
12.0,독립문,3,상선,23.2,other,18,불광,4.0,종로3가,3.0
12.0,독립문,3,하선,38.4,other,18,불광,4.0,종로3가,3.0
12.5,독립문,3,상선,31.1,other,18,불광,4.0,종로3가,3.0
12.5,독립문,3,하선,44.2,other,18,불광,4.0,종로3가,3.0
13.0,독립문,3,상선,31.8,other,18,불광,4.0,종로3가,3.0
13.0,독립문,3,하선,48.4,other,18,불광,4.0,종로3가,3.0
13.5,독립문,3,상선,28.7,other,18,불광,4.0,종로3가,3.0
13.5,독립문,3,하선,43.9,other,18,불광,4.0,종로3가,3.0
14.0,독립문,3,상선,30.8,other,18,불광,4.0,종로3가,3.0
14.0,독립문,3,하선,30.8,other,18,불광,4.0,종로3가,3.0
14.5,독립문,3,상선,37.9,other,18,불광,4.0,종로3가,3.0
14.5,독립문,3,하선,28.0,other,18,불광,4.0,종로3가,3.0
15.0,독립문,3,상선,63.3,other,18,불광,4.0,종로3가,3.0
15.0,독립문,3,하선,26.2,other,18,불광,4.0,종로3가,3.0
15.5,독립문,3,상선,59.8,other,18,불광,4.0,종로3가,3.0
15.5,독립문,3,하선,36.2,other,18,불광,4.0,종로3가,3.0
16.0,독립문,3,상선,57.4,other,18,불광,4.0,종로3가,3.0
16.0,독립문,3,하선,40.4,other,18,불광,4.0,종로3가,3.0
16.5,독립문,3,상선,59.7,other,18,불광,4.0,종로3가,3.0
16.5,독립문,3,하선,33.4,other,18,불광,4.0,종로3가,3.0
17.0,독립문,3,상선,97.6,other,18,불광,4.0,종로3가,3.0
17.0,독립문,3,하선,23.6,other,18,불광,4.0,종로3가,3.0
17.5,독립문,3,상선,101.8,other,18,불광,4.0,종로3가,3.0
17.5,독립문,3,하선,27.7,other,18,불광,4.0,종로3가,3.0
18.0,독립문,3,상선,117.0,other,18,불광,4.0,종로3가,3.0
18.0,독립문,3,하선,25.2,other,18,불광,4.0,종로3가,3.0
18.5,독립문,3,상선,115.4,other,18,불광,4.0,종로3가,3.0
18.5,독립문,3,하선,20.1,other,18,불광,4.0,종로3가,3.0
19.0,독립문,3,상선,80.4,other,18,불광,4.0,종로3가,3.0
19.0,독립문,3,하선,14.9,other,18,불광,4.0,종로3가,3.0
19.5,독립문,3,상선,69.2,other,18,불광,4.0,종로3가,3.0
19.5,독립문,3,하선,12.4,other,18,불광,4.0,종로3가,3.0
20.0,독립문,3,상선,58.3,other,18,불광,4.0,종로3가,3.0
20.0,독립문,3,하선,9.4,other,18,불광,4.0,종로3가,3.0
20.5,독립문,3,상선,56.5,other,18,불광,4.0,종로3가,3.0
20.5,독립문,3,하선,9.4,other,18,불광,4.0,종로3가,3.0
21.0,독립문,3,상선,55.1,other,18,불광,4.0,종로3가,3.0
21.0,독립문,3,하선,10.1,other,18,불광,4.0,종로3가,3.0
21.5,독립문,3,상선,51.0,other,18,불광,4.0,종로3가,3.0
21.5,독립문,3,하선,11.1,other,18,불광,4.0,종로3가,3.0
22.0,독립문,3,상선,52.0,other,18,불광,4.0,종로3가,3.0
22.0,독립문,3,하선,8.9,other,18,불광,4.0,종로3가,3.0
22.5,독립문,3,상선,53.6,other,18,불광,4.0,종로3가,3.0
22.5,독립문,3,하선,9.0,other,18,불광,4.0,종로3가,3.0
23.0,독립문,3,상선,38.9,other,18,불광,4.0,종로3가,3.0
23.0,독립문,3,하선,11.9,other,18,불광,4.0,종로3가,3.0
23.5,독립문,3,상선,27.5,other,18,불광,4.0,종로3가,3.0
23.5,독립문,3,하선,5.2,other,18,불광,4.0,종로3가,3.0
0.0,독립문,3,상선,14.6,other,18,불광,4.0,종로3가,3.0
0.0,독립문,3,하선,2.6,other,18,불광,4.0,종로3가,3.0
0.5,독립문,3,상선,11.1,other,18,불광,4.0,종로3가,3.0
0.5,독립문,3,하선,2.0,other,18,불광,4.0,종로3가,3.0
5.5,경복궁,3,상선,11.4,other,19,불광,5.0,종로3가,2.0
5.5,경복궁,3,하선,32.5,other,19,불광,5.0,종로3가,2.0
6.0,경복궁,3,상선,9.7,other,19,불광,5.0,종로3가,2.0
6.0,경복궁,3,하선,42.1,other,19,불광,5.0,종로3가,2.0
6.5,경복궁,3,상선,8.9,other,19,불광,5.0,종로3가,2.0
6.5,경복궁,3,하선,54.4,other,19,불광,5.0,종로3가,2.0
7.0,경복궁,3,상선,12.0,other,19,불광,5.0,종로3가,2.0
7.0,경복궁,3,하선,78.9,other,19,불광,5.0,종로3가,2.0
7.5,경복궁,3,상선,13.6,other,19,불광,5.0,종로3가,2.0
7.5,경복궁,3,하선,106.4,other,19,불광,5.0,종로3가,2.0
8.0,경복궁,3,상선,15.8,other,19,불광,5.0,종로3가,2.0
8.0,경복궁,3,하선,129.0,other,19,불광,5.0,종로3가,2.0
8.5,경복궁,3,상선,12.1,other,19,불광,5.0,종로3가,2.0
8.5,경복궁,3,하선,106.2,other,19,불광,5.0,종로3가,2.0
9.0,경복궁,3,상선,13.1,other,19,불광,5.0,종로3가,2.0
9.0,경복궁,3,하선,79.4,other,19,불광,5.0,종로3가,2.0
9.5,경복궁,3,상선,14.7,other,19,불광,5.0,종로3가,2.0
9.5,경복궁,3,하선,72.3,other,19,불광,5.0,종로3가,2.0
10.0,경복궁,3,상선,13.0,other,19,불광,5.0,종로3가,2.0
10.0,경복궁,3,하선,58.7,other,19,불광,5.0,종로3가,2.0
10.5,경복궁,3,상선,13.8,other,19,불광,5.0,종로3가,2.0
10.5,경복궁,3,하선,60.0,other,19,불광,5.0,종로3가,2.0
11.0,경복궁,3,상선,17.5,other,19,불광,5.0,종로3가,2.0
11.0,경복궁,3,하선,50.8,other,19,불광,5.0,종로3가,2.0
11.5,경복궁,3,상선,20.3,other,19,불광,5.0,종로3가,2.0
11.5,경복궁,3,하선,43.1,other,19,불광,5.0,종로3가,2.0
12.0,경복궁,3,상선,25.8,other,19,불광,5.0,종로3가,2.0
12.0,경복궁,3,하선,43.5,other,19,불광,5.0,종로3가,2.0
12.5,경복궁,3,상선,32.3,other,19,불광,5.0,종로3가,2.0
12.5,경복궁,3,하선,47.0,other,19,불광,5.0,종로3가,2.0
13.0,경복궁,3,상선,32.1,other,19,불광,5.0,종로3가,2.0
13.0,경복궁,3,하선,56.6,other,19,불광,5.0,종로3가,2.0
13.5,경복궁,3,상선,28.9,other,19,불광,5.0,종로3가,2.0
13.5,경복궁,3,하선,52.0,other,19,불광,5.0,종로3가,2.0
14.0,경복궁,3,상선,31.4,other,19,불광,5.0,종로3가,2.0
14.0,경복궁,3,하선,38.5,other,19,불광,5.0,종로3가,2.0
14.5,경복궁,3,상선,39.8,other,19,불광,5.0,종로3가,2.0
14.5,경복궁,3,하선,36.6,other,19,불광,5.0,종로3가,2.0
15.0,경복궁,3,상선,63.0,other,19,불광,5.0,종로3가,2.0
15.0,경복궁,3,하선,36.7,other,19,불광,5.0,종로3가,2.0
15.5,경복궁,3,상선,60.3,other,19,불광,5.0,종로3가,2.0
15.5,경복궁,3,하선,46.1,other,19,불광,5.0,종로3가,2.0
16.0,경복궁,3,상선,57.0,other,19,불광,5.0,종로3가,2.0
16.0,경복궁,3,하선,56.9,other,19,불광,5.0,종로3가,2.0
16.5,경복궁,3,상선,65.4,other,19,불광,5.0,종로3가,2.0
16.5,경복궁,3,하선,46.7,other,19,불광,5.0,종로3가,2.0
17.0,경복궁,3,상선,104.9,other,19,불광,5.0,종로3가,2.0
17.0,경복궁,3,하선,36.7,other,19,불광,5.0,종로3가,2.0
17.5,경복궁,3,상선,100.0,other,19,불광,5.0,종로3가,2.0
17.5,경복궁,3,하선,38.5,other,19,불광,5.0,종로3가,2.0
18.0,경복궁,3,상선,124.7,other,19,불광,5.0,종로3가,2.0
18.0,경복궁,3,하선,44.9,other,19,불광,5.0,종로3가,2.0
18.5,경복궁,3,상선,107.4,other,19,불광,5.0,종로3가,2.0
18.5,경복궁,3,하선,28.6,other,19,불광,5.0,종로3가,2.0
19.0,경복궁,3,상선,85.1,other,19,불광,5.0,종로3가,2.0
19.0,경복궁,3,하선,21.8,other,19,불광,5.0,종로3가,2.0
19.5,경복궁,3,상선,70.5,other,19,불광,5.0,종로3가,2.0
19.5,경복궁,3,하선,17.3,other,19,불광,5.0,종로3가,2.0
20.0,경복궁,3,상선,60.8,other,19,불광,5.0,종로3가,2.0
20.0,경복궁,3,하선,16.6,other,19,불광,5.0,종로3가,2.0
20.5,경복궁,3,상선,55.4,other,19,불광,5.0,종로3가,2.0
20.5,경복궁,3,하선,15.8,other,19,불광,5.0,종로3가,2.0
21.0,경복궁,3,상선,56.1,other,19,불광,5.0,종로3가,2.0
21.0,경복궁,3,하선,22.5,other,19,불광,5.0,종로3가,2.0
21.5,경복궁,3,상선,52.0,other,19,불광,5.0,종로3가,2.0
21.5,경복궁,3,하선,21.4,other,19,불광,5.0,종로3가,2.0
22.0,경복궁,3,상선,53.0,other,19,불광,5.0,종로3가,2.0
22.0,경복궁,3,하선,14.7,other,19,불광,5.0,종로3가,2.0
22.5,경복궁,3,상선,55.1,other,19,불광,5.0,종로3가,2.0
22.5,경복궁,3,하선,14.5,other,19,불광,5.0,종로3가,2.0
23.0,경복궁,3,상선,40.0,other,19,불광,5.0,종로3가,2.0
23.0,경복궁,3,하선,15.4,other,19,불광,5.0,종로3가,2.0
23.5,경복궁,3,상선,28.4,other,19,불광,5.0,종로3가,2.0
23.5,경복궁,3,하선,6.7,other,19,불광,5.0,종로3가,2.0
0.0,경복궁,3,상선,15.1,other,19,불광,5.0,종로3가,2.0
0.0,경복궁,3,하선,2.8,other,19,불광,5.0,종로3가,2.0
0.5,경복궁,3,상선,6.8,other,19,불광,5.0,종로3가,2.0
0.5,경복궁,3,하선,2.1,other,19,불광,5.0,종로3가,2.0
5.5,안국,3,상선,12.0,other,20,불광,6.0,종로3가,1.0
5.5,안국,3,하선,32.7,other,20,불광,6.0,종로3가,1.0
6.0,안국,3,상선,11.5,other,20,불광,6.0,종로3가,1.0
6.0,안국,3,하선,40.5,other,20,불광,6.0,종로3가,1.0
6.5,안국,3,상선,10.9,other,20,불광,6.0,종로3가,1.0
6.5,안국,3,하선,50.5,other,20,불광,6.0,종로3가,1.0
7.0,안국,3,상선,15.5,other,20,불광,6.0,종로3가,1.0
7.0,안국,3,하선,71.5,other,20,불광,6.0,종로3가,1.0
7.5,안국,3,상선,19.4,other,20,불광,6.0,종로3가,1.0
7.5,안국,3,하선,95.9,other,20,불광,6.0,종로3가,1.0
8.0,안국,3,상선,27.5,other,20,불광,6.0,종로3가,1.0
8.0,안국,3,하선,121.0,other,20,불광,6.0,종로3가,1.0
8.5,안국,3,상선,27.6,other,20,불광,6.0,종로3가,1.0
8.5,안국,3,하선,95.6,other,20,불광,6.0,종로3가,1.0
9.0,안국,3,상선,26.6,other,20,불광,6.0,종로3가,1.0
9.0,안국,3,하선,75.8,other,20,불광,6.0,종로3가,1.0
9.5,안국,3,상선,28.6,other,20,불광,6.0,종로3가,1.0
9.5,안국,3,하선,69.1,other,20,불광,6.0,종로3가,1.0
10.0,안국,3,상선,22.1,other,20,불광,6.0,종로3가,1.0
10.0,안국,3,하선,57.5,other,20,불광,6.0,종로3가,1.0
10.5,안국,3,상선,22.6,other,20,불광,6.0,종로3가,1.0
10.5,안국,3,하선,59.1,other,20,불광,6.0,종로3가,1.0
11.0,안국,3,상선,27.6,other,20,불광,6.0,종로3가,1.0
11.0,안국,3,하선,51.0,other,20,불광,6.0,종로3가,1.0
